LINCS_ID	CL_Name	Cell_Category	Center	Assay	Organ	Disease	StudyArea
LCL-1188	GP2d	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1142	MJ	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	cutaneous T cell lymphoma	Imaging
LCL-1710	BFTC-905	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder transitional cell carcinoma	Imaging
LCL-1529	SW626	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LDC-1026	CS30iALS_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Epigenomics;Proteomics;Transcriptomics
LDC-1028	CS52iALS_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	ATAC-seq epigenetic profiling assay;RNA-seq gene expression profiling assay;SWATH-MS protein quantification assay			Epigenomics;Transcriptomics;Proteomics
LDC-1029	CS77iSMA_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Proteomics;Transcriptomics
LDC-1027	CS32iSMA_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Epigenomics;Proteomics;Transcriptomics
LDC-1033	NEU	Differentiated Cell	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
LDC-1021	NPC	Differentiated Cell	PCCSE;BroadT_LINCS	Global chromatin epigenetic profiling assay;P100 phosphoprotein quantification assay;L1000 mRNA profiling assay			Proteomics;Epigenomics;Transcriptomics
LDC-1023	CS25iCTR_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay;ATAC-seq epigenetic profiling assay			Proteomics;Transcriptomics;Epigenomics
LDC-1036	NPC.CAS9	Differentiated Cell	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
LDC-1030	CS83iCTR_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	RNA-seq gene expression profiling assay;SWATH-MS protein quantification assay;ATAC-seq epigenetic profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1021	GM00232	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1015	GM02183	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;RNA-seq gene expression profiling assay			Transcriptomics;Epigenomics
LPC-1001	PromoCell cardiomyocytes Line A	Primary Cell	DToxS	RNA-seq gene expression profiling assay			Transcriptomics
LPC-1017	F09128	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1023	GM09677	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1020	F09152	Primary Cell	NeuroLINCS	SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics
LPC-1008	N2645	Primary Cell	HMS_LINCS	Bead-based immunoassay for protein state			Binding
LPC-1002	PromoCell cardiomyocytes Line B	Primary Cell	DToxS	RNA-seq gene expression profiling assay			Transcriptomics
LPC-1019	F10-330	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LCL-1312	EFM-192B	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay	breast	breast adenocarcinoma;carcinoma	Imaging
LPC-1004	PromoCell cardiomyocytes Line E	Primary Cell	DToxS	RNA-seq gene expression profiling assay;MS protein state assay			Transcriptomics;Proteomics
LPC-1011	RA1931	Primary Cell	HMS_LINCS	Bead-based immunoassay for protein state			Binding
LPC-1007	N2586	Primary Cell	HMS_LINCS	Bead-based immunoassay for protein state			Binding
LPC-1009	N2759	Primary Cell	HMS_LINCS	Bead-based immunoassay for protein state			Binding
LPC-1022	83 Fibroblast	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1010	RA1869	Primary Cell	HMS_LINCS	Bead-based immunoassay for protein state			Binding
LPC-1014	GM03814	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1013	RA2708	Primary Cell	HMS_LINCS	Bead-based immunoassay for protein state			Binding
LPC-1012	RA2159	Primary Cell	HMS_LINCS	Bead-based immunoassay for protein state			Binding
LPC-1018	F09229	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1016	ND30625	Primary Cell	NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Transcriptomics;Proteomics;Epigenomics
LPC-1003	PromoCell cardiomyocytes Line D	Primary Cell	DToxS	RNA-seq gene expression profiling assay;MS protein state assay			Transcriptomics;Proteomics
LSC-1011	CS83iSMA-n5	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	RNA-seq gene expression profiling assay;ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay			Transcriptomics;Epigenomics;Proteomics
LDC-1025	CS29iALS_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Epigenomics;Proteomics;Transcriptomics
LDC-1024	CS28iALS_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	ATAC-seq epigenetic profiling assay;RNA-seq gene expression profiling assay;SWATH-MS protein quantification assay			Epigenomics;Transcriptomics;Proteomics
LDC-1034	NEU.KCL	Differentiated Cell	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
LDC-1031	CS83iSMA_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	RNA-seq gene expression profiling assay;SWATH-MS protein quantification assay;ATAC-seq epigenetic profiling assay			Transcriptomics;Proteomics;Epigenomics
LDC-1037	NPC.TAK	Differentiated Cell	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
LDC-1032	MNEU.E	Differentiated Cell	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
LDC-1022	CS00iCTR_iMNS	Differentiated Cell	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	RNA-seq gene expression profiling assay;SWATH-MS protein quantification assay;ATAC-seq epigenetic profiling assay			Transcriptomics;Proteomics;Epigenomics
LSC-1009	CS32iSMA-n3	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay;ATAC-seq epigenetic profiling assay			Proteomics;Transcriptomics;Epigenomics
LSC-1012	CS77iSMA-n5	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Epigenomics;Proteomics;Transcriptomics
LSC-1005	CS28iALS-n2A	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay;ATAC-seq epigenetic profiling assay			Proteomics;Transcriptomics;Epigenomics
LSC-1021	FIBRNPC	iPSC	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
LSC-1002	CS14iCTR-n6	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay			Epigenomics;Proteomics;Transcriptomics
LSC-1008	CS52iALS-n6A	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	RNA-seq gene expression profiling assay;SWATH-MS protein quantification assay			Transcriptomics;Proteomics
LSC-1006	CS29iALS-n1N	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	RNA-seq gene expression profiling assay;ATAC-seq epigenetic profiling assay;SWATH-MS protein quantification assay			Transcriptomics;Epigenomics;Proteomics
LSC-1003	CS83iCTR-33n1	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS	RNA-seq gene expression profiling assay;ATAC-seq epigenetic profiling assay			Transcriptomics;Epigenomics
LSC-1007	CS30iALS-n1N	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	SWATH-MS protein quantification assay;RNA-seq gene expression profiling assay;ATAC-seq epigenetic profiling assay			Proteomics;Transcriptomics;Epigenomics
LSC-1004	CS25iCTR-18n2	iPSC	NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS;NeuroLINCS	SWATH-MS protein quantification assay;ATAC-seq epigenetic profiling assay;RNA-seq gene expression profiling assay			Proteomics;Epigenomics;Transcriptomics
LES-1002	HUES3	Embryonic Stem Cell	BroadT_LINCS	L1000 mRNA profiling assay			Transcriptomics
